codigo;nombre;familia;tipo_venta;precio_venta;precio_coste;activo;iva
AV0487;CIRUELAS ROJAS MALAGA KG;FRESCOS;PESO;3.8;0;1;4
AV0488;CONTRAMUSLO DE POLLO PRODUCCIÓN ECOLÓGICA CON h/p;FRESCOS;UNIDAD;21.77;0;1;10
AV0489;CONTRAMUSLO DE POLLO PRODUCCIÓN ECOLÓGICA SIN h/p;FRESCOS;UNIDAD;26.32;0;1;10
AV0490;CONTRAMUSLO S/H DE PAVO PRODUCCIÓN ECOLÓGICA;FRESCOS;UNIDAD;24.5;0;1;10
AV0491;COSTILLA CENTRO DE TERNERA PRODUCCIÓN ECOLÓGICA;FRESCOS;UNIDAD;18.14;0;1;10
AV0492;COSTILLAS DE CERDO PRODUCCIÓN ECOLÓGICA;FRESCOS;UNIDAD;18.14;0;1;10
AV0493;CREMA DE PAVO 110GR;FRESCOS;UNIDAD;3.59;0;1;10
AV0494;CREMA DE POLLO 110GR;FRESCOS;UNIDAD;3.59;0;1;10
AV0495;ENTRAÑA DE TERNERA PRODUCCIÓN ECOLÓGICA KG;FRESCOS;PESO;27.23;0;1;10
AV0496;ESTOFADO DE PAVO DE PRODUCCIÓN ECOLÓGICA;FRESCOS;UNIDAD;25.41;0;1;10
AV0497;EXTRA FILETEADA DE TERNERA ECOLOGICA kg;FRESCOS;PESO;29.05;0;1;10
AV0498;EXTRA PIEZA DE TERNERA ECOLOGICA;FRESCOS;UNIDAD;27.23;0;1;10
AV0499;FALDA PIEZA DE TERNERA ECOLOGICA KG;FRESCOS;PESO;20.86;0;1;10
AV0500;FRAMBUESA HUELVA TARRINA 125 GR;FRESCOS;UNIDAD;3.37;0;1;4
AV0501;FRESA HUELVA CAJA 1KG ESPAÑA;FRESCOS;PESO;11.49;0;1;4
AV0502;FRESA HUELVA CAJA 250 GR ESPAÑA;FRESCOS;UNIDAD;4.33;0;1;4
AV0503;GRANADA KG MALAGA;FRESCOS;PESO;3.8;0;1;4
AV0504;HAMBURGUESA DE PAVO PRODUCCION ECOLOGICA KG;FRESCOS;PESO;22.68;0;1;10
AV0505;HAMBURGUESA DE POLLO PRODUCCION ECOLOGICA;FRESCOS;UNIDAD;22.68;0;1;10
AV0506;HAMBURGUESA DE RETINTO CON PARMESANO DE PRODUCCION;FRESCOS;UNIDAD;42.68;0;1;10
AV0507;HAMBURGUESA DE TERNERA ECOLÓGICA KG;FRESCOS;PESO;24.5;0;1;10
AV0508;HIGADO FILETEADO DE TERNERA PRODUCCIÓN ECOLÓGICA k;FRESCOS;UNIDAD;21.77;0;1;10
AV0509;HIGOS FRESCOS MALAGA KG;FRESCOS;PESO;5.72;0;1;4
AV0510;HUESO DE TERNERA PRODUCCIÓN ECOLÓGICA Kg.;FRESCOS;PESO;9.95;0;1;10
AV0511;HUEVOS CAJA 6 UND COIN;FRESCOS;UNIDAD;2.84;0;1;4
AV0512;JAMON COCIDO LONCHEADO 100GR;FRESCOS;UNIDAD;4.5;0;1;10
AV0513;JAMON FILETEADO DE CERDO PRODUCCIÓN ECOLÓGICA;FRESCOS;UNIDAD;29.05;0;1;10
AV0514;JAMON PIEZA DE CERDO PRODUCCIÓN ECOLÓGICA;FRESCOS;UNIDAD;26.32;0;1;10
AV0515;JAMON SERRANO LONCHEADO 100GR;FRESCOS;UNIDAD;7.23;0;1;10
AV0516;JAMONCITOS DE POLLO PRODUCCIÓN ECOLÓGICA CAT A;FRESCOS;UNIDAD;19.95;0;1;10
AV0517;JAMÓN COCIDO PRODUCCIÓN ECOLÓGICA 100gr;FRESCOS;UNIDAD;4.5;0;1;10
AV0518;JARRETE PIEZA DE TERNERA ECOLOGICA KG;FRESCOS;PESO;23.59;0;1;10
AV0519;KEFIR CABRA YOGUR NATURAL 420 GR;FRESCOS;UNIDAD;3.59;0;1;10
AV0520;KIWI AMARILLO KG NACIONAL;FRESCOS;PESO;7.95;0;1;4
AV0521;KIWI KG NACIONAL;FRESCOS;PESO;5.72;0;1;4
AV0522;LECHE SEMIDESNATADA 1 LITRO;FRESCOS;PESO;2.12;0;1;4
AV0523;LENGUA DE TERNERA PRODUCCIÓN ECOLÓGICA KG;FRESCOS;PESO;20.86;0;1;10
AV0524;LIMON KG MALAGA;FRESCOS;PESO;1.88;0;1;4
AV0525;LINGOTE DE PRESA DE TERNERA RETINTA DE PRODUCCION;FRESCOS;UNIDAD;35.41;0;1;10
AV0526;LOMO DE CERDO ADOBADO FILETEADO DE PRODUCCION ECOL;FRESCOS;UNIDAD;29.05;0;1;10
AV0527;LOMO DE CERDO PRODUCCIÓN ECOLÓGICA;FRESCOS;UNIDAD;23.59;0;1;10
AV0528;LOMO ENTRECOT DE TERNERA PRODUCCIÓN ECOLÓGICA KG;FRESCOS;PESO;36.32;0;1;10
AV0529;LOMO FILETEADO DE CERDO PRODUCCIÓN ECOLÓGICA;FRESCOS;UNIDAD;30.86;0;1;10
AV0530;LOMO FILETEADO DE TERNERA DE PRODUCCION ECOLOGICA;FRESCOS;UNIDAD;57.23;0;1;10
AV0531;LOMO PIEZA MADURADO DE TERNERA PRODUCCIÓN ECOLÓGIC;FRESCOS;UNIDAD;54.5;0;1;10
AV0532;LONGANIZA DE PAVO DE PRODUCCION ECOLOGICA KG;FRESCOS;PESO;25.41;0;1;10
AV0533;MAGRO PIEZA DE CERDO PRODUCCIÓN ECOLÓGICA;FRESCOS;UNIDAD;21.77;0;1;10
AV0534;MAGRO PIEZA DE TERNERA ECOLOGICA kg;FRESCOS;PESO;23.59;0;1;10
AV0535;MAGRO TROCEADO DE CERDO PRODUCCIÓN ECOLÓGICA;FRESCOS;UNIDAD;21.77;0;1;10
AV0536;MAGRO TROCEADO DE TERNERA ECOLOGICA kg;FRESCOS;PESO;25.41;0;1;10
AV0537;MANDARINA MALAGA KG;FRESCOS;PESO;2.84;0;1;4
AV0538;MANGO MALAGA KG;FRESCOS;PESO;6.68;0;1;4
AV0539;MANITAS DE CERDO DE PRODUCCION ECOLOGICA;FRESCOS;UNIDAD;12.68;0;1;10
AV0540;MANTEQUILLA  XANCEDA 175GR;FRESCOS;UNIDAD;4.32;0;1;10
AV0541;MANTEQUILLA CLARIFICADA GHEE 220ML;FRESCOS;UNIDAD;10.86;0;1;10
AV0542;MANTEQUILLA CLARIFICADA GHEE 450ML;FRESCOS;UNIDAD;15.41;0;1;10
AV0543;MANZANA FUJI KG NACIONAL;FRESCOS;PESO;3.8;0;1;4
AV0544;MANZANA GOLDEN KG NACIONAL;FRESCOS;PESO;2.84;0;1;4
AV0545;MANZANA ROYAL KG NACIONAL;FRESCOS;PESO;3.37;0;1;4
AV0546;MEDIO POLLO PRODUCCIÓN ECOLÓGICA CAT A;FRESCOS;UNIDAD;17.23;0;1;10
AV0547;MELOCOTON MALAGA KG;FRESCOS;PESO;4.76;0;1;4
AV0548;MELON CANTALOUP KG ESPAÑA;FRESCOS;PESO;3.8;0;1;4
AV0549;MELON PIEL SAPO KG ESPAÑA;FRESCOS;PESO;3.51;0;1;4
AV0550;MENUDO DE TERNERA ECOLOGICA (Callos) KG;FRESCOS;PESO;10.86;0;1;10
AV0551;MORAS TARRINA 125 GR ESPAÑA;FRESCOS;UNIDAD;3.8;0;1;4
AV0552;MORCILLA CURADA PRODUCCIÓN ECOLÓGICA;FRESCOS;UNIDAD;16.32;0;1;10
AV0553;MUSLO DE POLLO PRODUCCIÓN ECOLÓGICA CAT A;FRESCOS;UNIDAD;19.05;0;1;10
AV0554;NARANJA ZUMO KG MALAGA;FRESCOS;PESO;2.64;0;1;4
AV0555;NECTARINA MALAGA KG;FRESCOS;PESO;3.8;0;1;4
AV0556;NISPERO COIN KG;FRESCOS;PESO;3.8;0;1;4
AV0557;OSOBUCO DE TERNERA ECOLOGICA KG;FRESCOS;PESO;22.68;0;1;10
AV0558;PANCETA DE CERDO PRODUCCIÓN ECOLÓGICA;FRESCOS;UNIDAD;17.23;0;1;10
AV0559;PAPAYA MALAGA KG;FRESCOS;PESO;4.76;0;1;4
AV0560;PARAGUAYO MOTRIL KG;FRESCOS;PESO;3.8;0;1;4
AV0561;PECHUGA ENTERA DE PAVO PRODUCCIÓN ECOLÓGICA;FRESCOS;UNIDAD;36.32;0;1;10
AV0562;PECHUGA ENTERA DE POLLO PRODUCCIÓN ECOLÓGICA CAT A;FRESCOS;UNIDAD;36.32;0;1;10
AV0563;PECHUGA FILETEADA DE PAVO PRODUCCIÓN ECOLÓGICA;FRESCOS;UNIDAD;37.23;0;1;10
AV0564;PECHUGA FILETEADA DE POLLO PRODUCCIÓN ECOLÓGICA;FRESCOS;UNIDAD;36.32;0;1;10
AV0565;PECHUGA PAVO COCIDA 80GR;FRESCOS;UNIDAD;4.5;0;1;10
AV0566;PERA KG ESPAÑA;FRESCOS;PESO;3.8;0;1;4
AV0567;PICADA DE CERDO PRODUCCIÓN ECOLÓGICA;FRESCOS;UNIDAD;21.77;0;1;10
AV0568;PICADA DE PAVO PRODUCCIÓN ECOLÓGICA;FRESCOS;UNIDAD;25.41;0;1;10
AV0569;PICADA DE POLLO PRODUCCIÓN ECOLÓGICA CAT A;FRESCOS;UNIDAD;28.14;0;1;10
AV0570;PICADA DE TERNERA ECOLOGICA Kg.;FRESCOS;PESO;25.41;0;1;10
AV0571;PIERNA DE CORDERO DE PRODUCCIÓN ECOLÓGICA KG;FRESCOS;PESO;30.86;0;1;10
AV0572;PINCHOS DE CORDERO PRODUCCIÓN ECOLÓGICA;FRESCOS;UNIDAD;45.41;0;1;10
AV0573;PINCHOS DE POLLO ECOLOGICO KG;FRESCOS;PESO;35.41;0;1;10
AV0574;PLATANO KG CANARIAS;FRESCOS;PESO;3.22;0;1;4
AV0575;PLUMA DE CERDO PRODUCCIÓN ECOLÓGICA;FRESCOS;UNIDAD;26.32;0;1;10
AV0576;POLLO FRESCO PRODUCCIÓN ECOLÓGICA CAT A;FRESCOS;UNIDAD;15.41;0;1;10
AV0577;POLLO TROCEADO DE PRODUCCIÓN ECOLÓGICA CAT A;FRESCOS;UNIDAD;19.95;0;1;10
AV0578;POMELO MALAGA KG;FRESCOS;PESO;1.88;0;1;4
AV0579;PREPARADO PARA CALDOS ECOLOGICO;FRESCOS;UNIDAD;10.86;0;1;10
AV0580;PREPARADO PARA LEGUMBRES PRODUCCIÓN ECOLÓGICA;FRESCOS;UNIDAD;8.14;0;1;10
AV0581;PREPARADO PARA PUCHERO ECOLOGICO UNIDAD;FRESCOS;UNIDAD;11.77;0;1;10
AV0582;PRESA DE CERDO PRODUCCIÓN ECOLÓGICA;FRESCOS;UNIDAD;26.32;0;1;10
AV0583;PRIMERA FILETEADA DE TERNERA ECOLOGICA KG;FRESCOS;PESO;27.23;0;1;10
AV0584;PRIMERA PIEZA DE TERNERA ECOLOGICA KG;FRESCOS;PESO;29.05;0;1;10
AV0585;QUESO CABRA CURADO 330 GR;FRESCOS;UNIDAD;12.45;0;1;4
AV0586;QUESO CABRA SEMICURADO 330 GR;FRESCOS;UNIDAD;10.53;0;1;4
AV0587;QUESO CREMOSO XANCEDA 175GR;FRESCOS;UNIDAD;3.22;0;1;4
AV0588;QUESO OVEJA CURADO 275 GR;FRESCOS;UNIDAD;7.95;0;1;0
AV0589;QUESO PARA UNTAR CALIFORNIA;FRESCOS;UNIDAD;3.08;0;1;4
AV0590;QUESO TIERNO VACA 600GR;FRESCOS;UNIDAD;12.45;0;1;4
AV0591;RABO DE TERNERA PRODUCCIÓN ECOLÓGICA KG;FRESCOS;PESO;27.23;0;1;10
AV0592;RIÑONES DE TERNERA PRODUCCIÓN ECOLÓGICA KG;FRESCOS;PESO;14.5;0;1;10
AV0593;SALCHICHA FRANKFURT AVE QUESO 250GR;FRESCOS;UNIDAD;6.32;0;1;10
AV0594;SALCHICHA FRANKFURT DE PAVO 250GR;FRESCOS;UNIDAD;5.41;0;1;10
AV0595;SALCHICHA FRANKFURT DE POLLO 250GR;FRESCOS;UNIDAD;5.41;0;1;10
AV0596;SALCHICHAS FRESCAS DE CERDO DE PRODUCCION ECOLOGIC;FRESCOS;UNIDAD;24.5;0;1;10
AV0597;SALCHICHAS FRESCAS DE POLLO DE PRODUCCION ECOLOGIC;FRESCOS;UNIDAD;29.05;0;1;10
AV0598;SALCHICHON PRODUCCIÓN ECOLÓGICA 100 gr;FRESCOS;UNIDAD;3.86;0;1;10
AV0599;SALCHICHÓN PRODUCCIÓN ECOLÓGICA pieza 300gr;FRESCOS;UNIDAD;9.05;0;1;10
AV0600;SANDIA KG ESPAÑA;FRESCOS;PESO;2.36;0;1;4
AV0601;SECRETO DE CERDO PRODUCCIÓN ECOLÓGICA;FRESCOS;UNIDAD;29.95;0;1;10
AV0602;SOLOMILLO CORTADO DE TERNERA PRODUCCIÓN ECOL;FRESCOS;UNIDAD;78.14;0;1;10
AV0603;SOLOMILLO DE CERDO PRODUCCIÓN ECOLÓGICA;FRESCOS;UNIDAD;33.59;0;1;10
AV0604;SOLOMILLO PIEZA DE TERNERA PRODUCCIÓN ECOL;FRESCOS;UNIDAD;54.5;0;1;10
AV0605;TOCINO DE CERDO PRODUCCIÓN ECOLÓGICA;FRESCOS;UNIDAD;5.41;0;1;10
AV0606;UVAS ESPAÑA KG;FRESCOS;PESO;4.76;0;1;4
AV0607;YOGUR CABRA COCO 420GR;FRESCOS;UNIDAD;3.8;0;1;4
AV0608;YOGUR CABRA FRESAS 2 X 125GR;FRESCOS;UNIDAD;2.55;0;1;4
AV0609;YOGUR CABRA GRIEGO NATURAL 420GR;FRESCOS;UNIDAD;3.8;0;1;4
AV0610;YOGUR CABRA NATURAL 420GR;FRESCOS;UNIDAD;3.8;0;1;4
AV0611;YOGUR CABRA VAINILLA 420GR;FRESCOS;UNIDAD;3.8;0;1;4
AV0612;YOGUR OVEJA NATURAL 420GR;FRESCOS;UNIDAD;3.8;0;1;4
AV0613;AGUA COCO 1L;BEBIDAS E INFUSIONES;UNIDAD;5.41;0;1;10
AV0614;AGUA DE MAR 1L CRISTAL;BEBIDAS E INFUSIONES;UNIDAD;4.5;0;1;10
AV0615;AGUA DE MAR 3 L BAG IN BOX;BEBIDAS E INFUSIONES;UNIDAD;6.32;0;1;10
AV0616;BEBIDA ALPISTE 1 LITRO;BEBIDAS E INFUSIONES;PESO;2.68;0;1;10
AV0617;BEBIDA ARROZ 1 LITRO;BEBIDAS E INFUSIONES;PESO;2.5;0;1;10
AV0618;BEBIDA AVENA COCO 1 LITRO;BEBIDAS E INFUSIONES;PESO;2.68;0;1;10
AV0619;BEBIDA AVENA NATURAL 1 LITRO;BEBIDAS E INFUSIONES;PESO;2;0;1;10
AV0620;BEBIDA AVENA SIN GLUTEN 1 LITRO;BEBIDAS E INFUSIONES;PESO;2;0;1;10
AV0621;BEBIDA CAÑAMO NATURAL 1 LITRO;BEBIDAS E INFUSIONES;PESO;3.41;0;1;10
AV0622;BEBIDA COCO NATURAL 1 LITRO;BEBIDAS E INFUSIONES;PESO;3.18;0;1;10
AV0623;HORCHATA DE CHUFA 1 LITRO;BEBIDAS E INFUSIONES;PESO;3.14;0;1;10
AV0624;KEFIR UP AGUA LIMON Y JENGIBRE 500 ML;BEBIDAS E INFUSIONES;UNIDAD;3.18;0;1;10
AV0625;KOMBUCHA 1 LITRO;BEBIDAS E INFUSIONES;PESO;5.64;0;1;10
AV0626;KOMBUCHA 330ML;BEBIDAS E INFUSIONES;UNIDAD;2.91;0;1;10
AV0627;TE MATCHA UJI 70 GR JAPON;BEBIDAS E INFUSIONES;UNIDAD;12.68;0;1;10
AV0628;VINO BLANCO ALBERTO VERBEJO;BEBIDAS E INFUSIONES;UNIDAD;9.88;0;1;21
AV0629;VINO BLANCO COCINAR;BEBIDAS E INFUSIONES;UNIDAD;3.26;0;1;21
AV0630;VINO TINTO ALBERTO TEMPRANILLO;BEBIDAS E INFUSIONES;UNIDAD;10.7;0;1;21
AV0631;VINO TINTO PROTOS;BEBIDAS E INFUSIONES;UNIDAD;14.01;0;1;21
AV0632;ZUMO ARANDANO ROJO 500ML;BEBIDAS E INFUSIONES;UNIDAD;8.14;0;1;10
AV0633;ZUMO DETOX ABC 1 LITRO;BEBIDAS E INFUSIONES;PESO;3.59;0;1;10
AV0634;ZUMO MEDITERRANEO 750ML;BEBIDAS E INFUSIONES;UNIDAD;2.68;0;1;10
AV0635;ZUMO UVA ROJA 1 LITRO;BEBIDAS E INFUSIONES;PESO;3.59;0;1;10
AV0636;ACEITE CAPILAR ANTIPARASTARIO FASE1;CUIDADO PERSONAL;UNIDAD;15.29;0;1;21
AV0637;ACONDICIONADOR PELO CREMA;CUIDADO PERSONAL;UNIDAD;7.64;0;1;4
AV0638;ACONDICIONADOR PELO SOLIDO;CUIDADO PERSONAL;UNIDAD;7.64;0;1;4
AV0639;ALCOHOL ROMERO EL MATORRAL 150ML;CUIDADO PERSONAL;UNIDAD;7.95;0;1;0
AV0640;BALSAMO DEL LINCE EL MATORRAL;CUIDADO PERSONAL;UNIDAD;8.18;0;1;21
AV0641;BALSAMO LABIAL EL MATORRAL;CUIDADO PERSONAL;UNIDAD;2.73;0;1;21
AV0642;BALSAMO LABIAL EL MATORRAL ROJO;CUIDADO PERSONAL;UNIDAD;2.73;0;1;21
AV0643;BASTONCILLOS LIMPIAOIDOS BAMBU 100U;CUIDADO PERSONAL;UNIDAD;1.74;0;1;21
AV0644;CEPILLO DIENTES ADULTO;CUIDADO PERSONAL;UNIDAD;3.6;0;1;21
AV0645;CEPILLO DIENTES INFANTIL;CUIDADO PERSONAL;UNIDAD;4.5;0;1;10
AV0646;CHAMPU SOLIDO PELO;CUIDADO PERSONAL;UNIDAD;7.35;0;1;0
AV0647;CHAMPÚ ANTIPARASITARIO FASE 2;CUIDADO PERSONAL;UNIDAD;12.15;0;1;21
AV0648;CONTORNO DE OJOS EL MATORRAL;CUIDADO PERSONAL;UNIDAD;9.05;0;1;10
AV0649;CREMA FACIAL HIDRATANTE  EL MATORRA;CUIDADO PERSONAL;UNIDAD;9.95;0;1;10
AV0650;CREMA FACIAL NOCHE PIEL SECA 70ML;CUIDADO PERSONAL;UNIDAD;19.18;0;1;4
AV0651;CREMA FACIAL NUTRITIVA 70ML;CUIDADO PERSONAL;UNIDAD;19.18;0;1;4
AV0652;CREMA FACIAL PIEL DELICADA 70ML;CUIDADO PERSONAL;UNIDAD;16.49;0;1;21
AV0653;CREMA FACIAL PIEL MADURA 70ML;CUIDADO PERSONAL;UNIDAD;16.49;0;1;21
AV0654;CREMA FACIAL PIEL MIXTA 70ML;CUIDADO PERSONAL;UNIDAD;19.18;0;1;4
AV0655;DENTIFRICO ALOE SENSITIVE 100ML;CUIDADO PERSONAL;UNIDAD;7.4;0;1;21
AV0656;DENTIFRICO BLANQUEADOR 100ML;CUIDADO PERSONAL;UNIDAD;7.4;0;1;21
AV0657;DESODORANTE NATURAL CREMA 70 ML;CUIDADO PERSONAL;UNIDAD;15.34;0;1;4
AV0658;Desodorante en crema Energía Especiada 30 ml.;CUIDADO PERSONAL;UNIDAD;10.29;0;1;21
AV0659;Desodorante en crema Extra Fuerte 30 ml.;CUIDADO PERSONAL;UNIDAD;10.29;0;1;21
AV0660;Desodorante en crema Floral. 30 ml.;CUIDADO PERSONAL;UNIDAD;10.29;0;1;21
AV0661;Desodorante en crema Fruta Fresca. 30 ml.;CUIDADO PERSONAL;UNIDAD;10.29;0;1;21
AV0662;Desodorante en crema Pieles Sensibles 30 ml.;CUIDADO PERSONAL;UNIDAD;10.29;0;1;21
AV0663;ESPONJA LUFA 25 CM ARTESANAL;CUIDADO PERSONAL;UNIDAD;6.25;0;1;4
AV0664;ESPONJA LUFA PLATOS;CUIDADO PERSONAL;UNIDAD;3.26;0;1;21
AV0665;ESPONJA MARINA Baño Honey Comb Natural;CUIDADO PERSONAL;UNIDAD;9.57;0;1;4
AV0666;ESPONJA MARINA Facial Blanqueada;CUIDADO PERSONAL;UNIDAD;5.72;0;1;4
AV0667;GEL ALOE VERA BIO;CUIDADO PERSONAL;UNIDAD;11.77;0;1;10
AV0668;GEL CHAMPU ARBOL DEL TE;CUIDADO PERSONAL;UNIDAD;10.7;0;1;21
AV0669;GEL DE BAÑO 1 LITRO;CUIDADO PERSONAL;PESO;4.92;0;1;21
AV0670;HILO DENTAL SEDA NATURAL 30 MT;CUIDADO PERSONAL;UNIDAD;4.75;0;1;21
AV0671;JABON ARCILLA VERDE ARTESANO;CUIDADO PERSONAL;UNIDAD;6.6;0;1;0
AV0672;JABON CALENDULA MANZANILLA ARTESANO;CUIDADO PERSONAL;UNIDAD;6.6;0;1;0
AV0673;JABON FACIAL PIEL GRASA EL MATORRAL;CUIDADO PERSONAL;UNIDAD;3.3;0;1;0
AV0674;JALEA REAL EL MATORRAL;CUIDADO PERSONAL;UNIDAD;8.14;0;1;10
AV0675;LABIAL AGUACATE Y POMELO;CUIDADO PERSONAL;UNIDAD;7.64;0;1;4
AV0676;LABIAL CACAO Y ALMENDRAS;CUIDADO PERSONAL;UNIDAD;7.64;0;1;4
AV0677;LOCION CORPORAL PEPITA UVA Y JOJOBA;CUIDADO PERSONAL;UNIDAD;19.18;0;1;4
AV0678;LOCIÓN SPRAY ANTIPARASITARIA FASE 3;CUIDADO PERSONAL;UNIDAD;11.74;0;1;21
AV0679;PAPEL COCINA TRES ROLLOS;CUIDADO PERSONAL;UNIDAD;4.09;0;1;21
AV0680;PAPEL HIGIENICO DOBLE CAPA 6 ROLLOS;CUIDADO PERSONAL;UNIDAD;3.26;0;1;21
AV0681;PASTA DE DIENTES GRANDE;CUIDADO PERSONAL;UNIDAD;13.41;0;1;4
AV0682;PASTA DE DIENTES PEQUEÑA;CUIDADO PERSONAL;UNIDAD;8.61;0;1;4
AV0683;PAÑUELOS BOLSILLO 10 PAQUETES;CUIDADO PERSONAL;UNIDAD;1.45;0;1;10
AV0684;PAÑUELOS FACIALES 150 UND;CUIDADO PERSONAL;UNIDAD;1.61;0;1;21
AV0685;PROPOLEO EL MATORRAL 30 ML;CUIDADO PERSONAL;UNIDAD;9.05;0;1;10
AV0686;RECAMBIOS HILO DENTAL 2 ROLLOS;CUIDADO PERSONAL;UNIDAD;6.03;0;1;21
AV0687;SACO TERMICO CUELLO;CUIDADO PERSONAL;UNIDAD;8.25;0;1;0
AV0688;SACO TERMICO LUMBAR GRANDE;CUIDADO PERSONAL;UNIDAD;8.95;0;1;0
AV0689;SACO TERMICO LUMBAR PEQUEÑO;CUIDADO PERSONAL;UNIDAD;6.95;0;1;0
AV0690;SACO TERMICO OJOS;CUIDADO PERSONAL;UNIDAD;3.95;0;1;0
AV0691;ABRILLANTADOR LAVAVAJILLAS BIOBEL;HOGAR;UNIDAD;5.74;0;1;21
AV0692;ANTICAL CON VINAGRE 1000ML;HOGAR;UNIDAD;3.1;0;1;21
AV0693;BLANQUEADOR ROPA 1 KG;HOGAR;PESO;7.4;0;1;21
AV0694;BOLSA KRAFT ASA;HOGAR;UNIDAD;0.46;0;1;10
AV0695;BOLSA KRAFT PEQUEÑA;HOGAR;UNIDAD;0.05;0;1;10
AV0696;BOLSA PLASTICO;HOGAR;UNIDAD;0.05;0;1;10
AV0698;DESENGRASANTE POMELO 750ML;HOGAR;UNIDAD;2.81;0;1;21
AV0700;DETERGENTE LAVADORA LITRO;HOGAR;PESO;4.09;0;1;21
AV0702;DETERGENTE LAVAVAJILLAS LITRO;HOGAR;PESO;4.92;0;1;21
AV0703;GEL LAVAVAJILLAS AUTOMATICO 1 LITRO;HOGAR;PESO;7.6;0;1;21
AV0704;GEL WC LAVANDA 500ML;HOGAR;UNIDAD;3.26;0;1;21
AV0705;JABÓN QUITAMANCHAS ECO 750 ML;HOGAR;UNIDAD;4.09;0;1;21
AV0706;LAVAVAJILLAS BOTELLA 1 LITRO;HOGAR;PESO;5.74;0;1;21
AV0707;LIMPIACRISTALES 750 ML SPRAY;HOGAR;UNIDAD;3.26;0;1;21
AV0708;LIMPIAHOGAR MULTIUSOS GRANEL LITRO;HOGAR;PESO;4.92;0;1;21
AV0709;MOLINILLO ACRILICO 14 CM;HOGAR;UNIDAD;9.05;0;1;10
AV0710;MOLINILLO MADERA 17 CM;HOGAR;UNIDAD;8.14;0;1;10
AV0711;PASTILLAS LAVAVAJILLAS AUTO 50 UND;HOGAR;UNIDAD;13.18;0;1;21
AV0712;SAL LAVAVAJILLAS AUT 2 KG;HOGAR;PESO;5.41;0;1;10
AV0713;SERVICIO A DOMICILIO;HOGAR;UNIDAD;5;0;1;0
AV0714;SUAVIZANTE ROPA FLOR ALGODON 750ml;HOGAR;UNIDAD;2.44;0;1;21
AV0715;VINAGRE LIMPIEZA 1000ML;HOGAR;UNIDAD;2.89;0;1;21
